word	positive	neutral	negative
😠	0.2646048109965636	0.1718213058419244	0.563573883161512
🐧	0.49825783972125437	0.45993031358885017	0.041811846689895474
☆	0.45964912280701753	0.5087719298245614	0.031578947368421054
🍀	0.3096085409252669	0.6654804270462633	0.02491103202846975
🎈	0.7357142857142858	0.24642857142857144	0.017857142857142856
🎅	0.34657039711191334	0.6245487364620939	0.02888086642599278
😓	0.35144927536231885	0.21739130434782608	0.4311594202898551
😣	0.3284671532846715	0.13138686131386862	0.5401459854014599
😐	0.16483516483516483	0.28205128205128205	0.5531135531135531
✊	0.5677655677655677	0.29304029304029305	0.1391941391941392
😨	0.29411764705882354	0.27205882352941174	0.4338235294117647
😖	0.3284132841328413	0.1881918819188192	0.4833948339483395
💤	0.5148148148148148	0.34074074074074073	0.14444444444444443
💓	0.7251908396946565	0.21374045801526717	0.061068702290076333
👎	0.3065134099616858	0.19923371647509577	0.4942528735632184
💦	0.611764705882353	0.24705882352941178	0.1411764705882353
✔	0.3968253968253968	0.47619047619047616	0.12698412698412698
😷	0.30522088353413657	0.22088353413654618	0.4738955823293173
⚡	0.22088353413654618	0.7349397590361446	0.04417670682730924
🙋	0.6150627615062761	0.25523012552301255	0.1297071129707113
🎄	0.5983263598326359	0.33472803347280333	0.06694560669456066
💩	0.29310344827586204	0.2974137931034483	0.40948275862068967
🎵	0.6061946902654868	0.28761061946902655	0.10619469026548672
➡	0.16	0.8266666666666667	0.013333333333333334
😛	0.6860986547085202	0.22869955156950672	0.08520179372197309
😬	0.4608294930875576	0.271889400921659	0.2672811059907834
👯	0.5560747663551402	0.32710280373831774	0.11682242990654206
💎	0.6179245283018868	0.32547169811320753	0.05660377358490566
🌿	0.3933649289099526	0.5971563981042654	0.009478672985781991
🎂	0.696078431372549	0.22058823529411764	0.08333333333333333
🌟	0.38613861386138615	0.5544554455445545	0.0594059405940594
🔮	0.30198019801980197	0.6633663366336634	0.034653465346534656
❗	0.25870646766169153	0.582089552238806	0.15920398009950248
👫	0.475	0.305	0.22
🏆	0.7614213197969543	0.20304568527918782	0.03553299492385787
✖	0.35714285714285715	0.5969387755102041	0.04591836734693878
☝	0.4536082474226804	0.4020618556701031	0.14432989690721648
😙	0.7989690721649485	0.18041237113402062	0.020618556701030927
⛄	0.5979381443298969	0.3247422680412371	0.07731958762886598
👅	0.5854922279792746	0.29015544041450775	0.12435233160621761
♪	0.616580310880829	0.3005181347150259	0.08290155440414508
🍂	0.5833333333333334	0.3802083333333333	0.036458333333333336
💏	0.5691489361702128	0.25	0.18085106382978725
🔪	0.27956989247311825	0.510752688172043	0.20967741935483872
🌴	0.6022099447513812	0.32044198895027626	0.07734806629834254
👈	0.5084745762711864	0.4067796610169492	0.0847457627118644
🌹	0.6228571428571429	0.35428571428571426	0.022857142857142857
🙆	0.5919540229885057	0.3160919540229885	0.09195402298850575
➜	0.2138728323699422	0.7341040462427746	0.05202312138728324
👻	0.39766081871345027	0.4327485380116959	0.1695906432748538
💰	0.4093567251461988	0.4327485380116959	0.15789473684210525
🍻	0.6190476190476191	0.27380952380952384	0.10714285714285714
🙅	0.25595238095238093	0.2857142857142857	0.4583333333333333
🌞	0.5818181818181818	0.3939393939393939	0.024242424242424242
🍁	0.5182926829268293	0.4451219512195122	0.036585365853658534
⭐	0.6172839506172839	0.345679012345679	0.037037037037037035
▪	0.2962962962962963	0.6049382716049383	0.09876543209876543
🎀	0.6729559748427673	0.2830188679245283	0.0440251572327044
━	0.27044025157232704	0.6352201257861635	0.09433962264150944
☷	0.08280254777070063	0.8980891719745223	0.01910828025477707
🐷	0.44516129032258067	0.4774193548387097	0.07741935483870968
🙉	0.5098039215686274	0.3137254901960784	0.17647058823529413
🌺	0.5686274509803921	0.4117647058823529	0.0196078431372549
💅	0.5723684210526315	0.24342105263157895	0.18421052631578946
🐶	0.6622516556291391	0.25165562913907286	0.08609271523178808
🌚	0.6225165562913907	0.2185430463576159	0.15894039735099338
👽	0.40939597315436244	0.4966442953020134	0.09395973154362416
🎤	0.5986394557823129	0.2789115646258503	0.12244897959183673
👭	0.6054421768707483	0.25170068027210885	0.14285714285714285
🎧	0.5448275862068965	0.32413793103448274	0.1310344827586207
👆	0.44680851063829785	0.4326241134751773	0.12056737588652482
🍸	0.6312056737588653	0.2765957446808511	0.09219858156028368
🍷	0.45	0.4928571428571429	0.05714285714285714
®	0.35	0.5785714285714286	0.07142857142857142
🍉	0.6762589928057554	0.2446043165467626	0.07913669064748201
😇	0.6594202898550725	0.26811594202898553	0.07246376811594203
☑	0.12318840579710146	0.855072463768116	0.021739130434782608
🏃	0.5	0.4057971014492754	0.09420289855072464
😿	0.20437956204379562	0.21897810218978103	0.5766423357664233
│	0.35036496350364965	0.6423357664233577	0.0072992700729927005
💣	0.31343283582089554	0.3805970149253731	0.30597014925373134
🍺	0.5597014925373134	0.373134328358209	0.06716417910447761
▶	0.26865671641791045	0.6716417910447762	0.05970149253731343
😲	0.3181818181818182	0.29545454545454547	0.38636363636363635
🎸	0.53125	0.453125	0.015625
🍹	0.7063492063492064	0.24603174603174602	0.047619047619047616
💫	0.5403225806451613	0.41935483870967744	0.04032258064516129
📚	0.5245901639344263	0.28688524590163933	0.1885245901639344
😶	0.2833333333333333	0.2916666666666667	0.425
🌷	0.5462184873949579	0.44537815126050423	0.008403361344537815
💝	0.7203389830508474	0.2033898305084746	0.07627118644067797
💨	0.4915254237288136	0.3983050847457627	0.11016949152542373
🏈	0.5982905982905983	0.3333333333333333	0.06837606837606838
💍	0.6260869565217392	0.22608695652173913	0.14782608695652175
☔	0.4824561403508772	0.32456140350877194	0.19298245614035087
👸	0.6666666666666666	0.2719298245614035	0.06140350877192982
🇪	0.6428571428571429	0.33035714285714285	0.026785714285714284
░	0.1891891891891892	0.5765765765765766	0.23423423423423423
🍩	0.5272727272727272	0.32727272727272727	0.14545454545454545
👾	0.37962962962962965	0.6018518518518519	0.018518518518518517
☁	0.4485981308411215	0.411214953271028	0.14018691588785046
🌻	0.5887850467289719	0.3925233644859813	0.018691588785046728
😵	0.4056603773584906	0.27358490566037735	0.32075471698113206
📒	0.047619047619047616	0.9428571428571428	0.009523809523809525
↿	0.6571428571428571	0.3333333333333333	0.009523809523809525
🐯	0.5242718446601942	0.42718446601941745	0.04854368932038835
👼	0.5098039215686274	0.3137254901960784	0.17647058823529413
🍔	0.44554455445544555	0.38613861386138615	0.16831683168316833
😸	0.53	0.35	0.12
👶	0.5757575757575758	0.2828282828282828	0.1414141414141414
↾	0.6565656565656566	0.3333333333333333	0.010101010101010102
💐	0.7755102040816326	0.1836734693877551	0.04081632653061224
🌊	0.5918367346938775	0.3163265306122449	0.09183673469387756
🍦	0.6020408163265306	0.25510204081632654	0.14285714285714285
🍓	0.711340206185567	0.24742268041237114	0.041237113402061855
👇	0.3917525773195876	0.4639175257731959	0.14432989690721648
💆	0.4842105263157895	0.25263157894736843	0.2631578947368421
🍴	0.5894736842105263	0.35789473684210527	0.05263157894736842
😧	0.3263157894736842	0.28421052631578947	0.3894736842105263
🇸	0.6063829787234043	0.2978723404255319	0.09574468085106383
😮	0.45161290322580644	0.3655913978494624	0.1827956989247312
▓	0.043010752688172046	0.9247311827956989	0.03225806451612903
🚫	0.0989010989010989	0.3626373626373626	0.5384615384615384
😽	0.7032967032967034	0.16483516483516483	0.13186813186813187
🌈	0.5824175824175825	0.3516483516483517	0.06593406593406594
🙀	0.4945054945054945	0.34065934065934067	0.16483516483516483
⚠	0.12087912087912088	0.6923076923076923	0.18681318681318682
🎮	0.5280898876404494	0.3707865168539326	0.10112359550561797
╯	0.21839080459770116	0.5517241379310345	0.22988505747126436
🍆	0.4827586206896552	0.4367816091954023	0.08045977011494253
🍰	0.6091954022988506	0.22988505747126436	0.16091954022988506
✓	0.40229885057471265	0.4827586206896552	0.11494252873563218
👐	0.37209302325581395	0.23255813953488372	0.3953488372093023
🙇	0.43023255813953487	0.27906976744186046	0.29069767441860467
🍟	0.47674418604651164	0.3488372093023256	0.1744186046511628
🍌	0.5647058823529412	0.3058823529411765	0.12941176470588237
💑	0.7294117647058823	0.2	0.07058823529411765
👬	0.29411764705882354	0.35294117647058826	0.35294117647058826
🐣	0.6309523809523809	0.21428571428571427	0.15476190476190477
🎃	0.6785714285714286	0.23809523809523808	0.08333333333333333
▬	0.47619047619047616	0.5119047619047619	0.011904761904761904
￼	0.05952380952380952	0.40476190476190477	0.5357142857142857
😟	0.42168674698795183	0.2289156626506024	0.3493975903614458
🐾	0.7160493827160493	0.1728395061728395	0.1111111111111111
🎓	0.6625	0.2375	0.1
🏊	0.6125	0.35	0.0375
🍫	0.4430379746835443	0.26582278481012656	0.2911392405063291
📷	0.5316455696202531	0.3670886075949367	0.10126582278481013
👄	0.5512820512820513	0.3717948717948718	0.07692307692307693
🌼	0.8051948051948052	0.16883116883116883	0.025974025974025976
🚶	0.23376623376623376	0.38961038961038963	0.37662337662337664
🐱	0.6578947368421053	0.19736842105263158	0.14473684210526316
║	0.15789473684210525	0.8289473684210527	0.013157894736842105
🐸	0.25333333333333335	0.41333333333333333	0.3333333333333333
🇺	0.6621621621621622	0.21621621621621623	0.12162162162162163
👿	0.1232876712328767	0.2191780821917808	0.6575342465753424
🚬	0.6438356164383562	0.2328767123287671	0.1232876712328767
✿	0.4246575342465753	0.5342465753424658	0.0410958904109589
📖	0.43661971830985913	0.29577464788732394	0.2676056338028169
🐒	0.5492957746478874	0.4225352112676056	0.028169014084507043
🌍	0.676056338028169	0.23943661971830985	0.08450704225352113
┊	0.971830985915493	0.014084507042253521	0.014084507042253521
🐥	0.6571428571428571	0.2714285714285714	0.07142857142857142
🌀	0.2608695652173913	0.5797101449275363	0.15942028985507245
🐼	0.3333333333333333	0.5942028985507246	0.07246376811594203
🎥	0.42028985507246375	0.4492753623188406	0.13043478260869565
💄	0.5362318840579711	0.36231884057971014	0.10144927536231885
💸	0.4057971014492754	0.34782608695652173	0.2463768115942029
⛔	0.5735294117647058	0.3382352941176471	0.08823529411764706
●	0.3088235294117647	0.5588235294117647	0.1323529411764706
🏀	0.4626865671641791	0.3283582089552239	0.208955223880597
💉	0.5373134328358209	0.2835820895522388	0.1791044776119403
💟	0.7424242424242424	0.19696969696969696	0.06060606060606061
🚗	0.36923076923076925	0.49230769230769234	0.13846153846153847
😯	0.38461538461538464	0.35384615384615387	0.26153846153846155
📝	0.36923076923076925	0.49230769230769234	0.13846153846153847
═	0.03076923076923077	0.9538461538461539	0.015384615384615385
♦	0.5625	0.328125	0.109375
💭	0.38095238095238093	0.4444444444444444	0.1746031746031746
🌙	0.6557377049180327	0.2786885245901639	0.06557377049180328
🐟	0.7377049180327869	0.21311475409836064	0.04918032786885246
👣	0.45901639344262296	0.4262295081967213	0.11475409836065574
☞	0.13114754098360656	0.8524590163934426	0.01639344262295082
✂	0.11475409836065574	0.3114754098360656	0.5737704918032787
🗿	0.5409836065573771	0.36065573770491804	0.09836065573770492
🍝	0.4	0.31666666666666665	0.2833333333333333
👪	0.4	0.18333333333333332	0.4166666666666667
🍭	0.4666666666666667	0.36666666666666664	0.16666666666666666
🌃	0.4576271186440678	0.4745762711864407	0.06779661016949153
❌	0.5254237288135594	0.22033898305084745	0.2542372881355932
🐰	0.6724137931034483	0.2413793103448276	0.08620689655172414
💊	0.5862068965517241	0.25862068965517243	0.15517241379310345
🚨	0.7586206896551724	0.1206896551724138	0.1206896551724138
😦	0.17543859649122806	0.2807017543859649	0.543859649122807
🍪	0.5087719298245614	0.2982456140350877	0.19298245614035087
🍣	0.21428571428571427	0.3392857142857143	0.44642857142857145
╭	0.23214285714285715	0.6964285714285714	0.07142857142857142
✧	0.35714285714285715	0.6071428571428571	0.03571428571428571
🎆	0.7636363636363637	0.18181818181818182	0.05454545454545454
╮	0.23636363636363636	0.6545454545454545	0.10909090909090909
🎎	0.9259259259259259	0.05555555555555555	0.018518518518518517
🇩	0.6481481481481481	0.3148148148148148	0.037037037037037035
✅	0.48148148148148145	0.4444444444444444	0.07407407407407407
