word    sentiment
confusedness	-0.375
confuses	-0.325
confusing	-0.225
confusingly	-0.35
confusion	-0.3
confusional	-0.3
confusions	-0.225
congrats	0.6
congratulate	0.55
congratulation	0.725
congratulations	0.725
consent	0.225
consents	0.25
considerate	0.475
consolable	0.275
conspiracy	-0.6
constrained	-0.1
contagion	-0.5
contagions	-0.375
contagious	-0.35
contempt	-0.7
contemptibilities	-0.5
contemptibility	-0.225
contemptible	-0.4
contemptibleness	-0.475
contemptibly	-0.35
contempts	-0.25
contemptuous	-0.55
contemptuously	-0.6
contemptuousness	-0.275
contend	0.05
contender	0.125
contented	0.35
contentedly	0.475
contentedness	0.35
contentious	-0.3
contentment	0.375
contestable	0.15
contradict	-0.325
contradictable	-0.25
contradicted	-0.325
contradicting	-0.325
contradiction	-0.25
contradictions	-0.325
contradictious	-0.475
contradictor	-0.25
contradictories	-0.125
contradictorily	-0.225
contradictoriness	-0.35
contradictors	-0.4
contradictory	-0.35
contradicts	-0.35
controversial	-0.2
controversially	-0.275
convince	0.25
convinced	0.425
convincer	0.15
convincers	0.075
convinces	0.175
convincing	0.425
convincingly	0.4
convincingness	0.175
convivial	0.3
cool	0.325
cornered	-0.275
corpse	-0.675
costly	-0.1
