word	positive	negative	neutral
;]	0.15384615384615385	0.15384615384615385	0.6923076923076923
;^)	0.5384615384615384	0.07692307692307693	0.38461538461538464
</3	0.07692307692307693	0.7692307692307693	0.15384615384615385
<3	0.5384615384615384	0.07692307692307693	0.38461538461538464
<:	0.5384615384615384	0.07692307692307693	0.38461538461538464
<:-|	0.07692307692307693	0.3076923076923077	0.6153846153846154
=)	0.5384615384615384	0.07692307692307693	0.38461538461538464
=-3	0.6923076923076923	0.07692307692307693	0.23076923076923078
=-d	0.7692307692307693	0.07692307692307693	0.15384615384615385
=-D	0.7692307692307693	0.07692307692307693	0.15384615384615385
=/	0.07692307692307693	0.23076923076923078	0.6923076923076923
=3	0.6923076923076923	0.07692307692307693	0.23076923076923078
=d	0.8461538461538461	0.07692307692307693	0.07692307692307693
=D	0.8461538461538461	0.07692307692307693	0.07692307692307693
=l	0.07692307692307693	0.3076923076923077	0.6153846153846154
=\	0.07692307692307693	0.3076923076923077	0.6153846153846154
=]	0.38461538461538464	0.07692307692307693	0.5384615384615384
=p	0.46153846153846156	0.07692307692307693	0.46153846153846156
=|	0.07692307692307693	0.23076923076923078	0.6923076923076923
>-:	0.07692307692307693	0.6153846153846154	0.3076923076923077
>.<	0.07692307692307693	0.3076923076923077	0.6153846153846154
>:	0.07692307692307693	0.5384615384615384	0.38461538461538464
>:(	0.07692307692307693	0.8461538461538461	0.07692307692307693
>:)	0.23076923076923078	0.23076923076923078	0.5384615384615384
>:-(	0.07692307692307693	0.8461538461538461	0.07692307692307693
>:-)	0.23076923076923078	0.3076923076923077	0.46153846153846156
>:/	0.07692307692307693	0.38461538461538464	0.5384615384615384
>:o	0.07692307692307693	0.46153846153846156	0.46153846153846156
>:p	0.23076923076923078	0.07692307692307693	0.6923076923076923
>:[	0.07692307692307693	0.7692307692307693	0.15384615384615385
>:\	0.07692307692307693	0.5384615384615384	0.38461538461538464
>;(	0.07692307692307693	0.8461538461538461	0.07692307692307693
>;)	0.15384615384615385	0.07692307692307693	0.7692307692307693
>_>^	0.6153846153846154	0.07692307692307693	0.3076923076923077
@:	0.07692307692307693	0.6153846153846154	0.3076923076923077
@>-->--	0.6153846153846154	0.07692307692307693	0.3076923076923077
@}-;-'---	0.5384615384615384	0.07692307692307693	0.38461538461538464
aas	0.7692307692307693	0.07692307692307693	0.15384615384615385
aayf	0.8461538461538461	0.07692307692307693	0.07692307692307693
afu	0.07692307692307693	0.7692307692307693	0.15384615384615385
alol	0.8461538461538461	0.07692307692307693	0.07692307692307693
ambw	0.8461538461538461	0.07692307692307693	0.07692307692307693
aml	0.8461538461538461	0.07692307692307693	0.07692307692307693
atab	0.07692307692307693	0.5384615384615384	0.38461538461538464
awol	0.07692307692307693	0.3076923076923077	0.6153846153846154
ayc	0.15384615384615385	0.07692307692307693	0.7692307692307693
ayor	0.07692307692307693	0.3076923076923077	0.6153846153846154
aug-00	0.23076923076923078	0.15384615384615385	0.6153846153846154
bfd	0.07692307692307693	0.8461538461538461	0.07692307692307693
bfe	0.07692307692307693	0.7692307692307693	0.15384615384615385
bff	0.8461538461538461	0.07692307692307693	0.07692307692307693
bffn	0.3076923076923077	0.07692307692307693	0.6153846153846154
bl	0.6153846153846154	0.07692307692307693	0.3076923076923077
bsod	0.07692307692307693	0.6923076923076923	0.23076923076923078
btd	0.07692307692307693	0.6153846153846154	0.3076923076923077
btdt	0.15384615384615385	0.07692307692307693	0.7692307692307693
bz	0.15384615384615385	0.07692307692307693	0.7692307692307693
b^d	0.7692307692307693	0.07692307692307693	0.15384615384615385
cwot	0.07692307692307693	0.8461538461538461	0.07692307692307693
d-':	0.07692307692307693	0.8461538461538461	0.07692307692307693
d8	0.07692307692307693	0.8461538461538461	0.07692307692307693
d:	0.07692307692307693	0.7692307692307693	0.15384615384615385
d:<	0.07692307692307693	0.7692307692307693	0.15384615384615385
d;	0.07692307692307693	0.7692307692307693	0.15384615384615385
d=	0.07692307692307693	0.7692307692307693	0.15384615384615385
doa	0.07692307692307693	0.7692307692307693	0.15384615384615385
dx	0.07692307692307693	0.8461538461538461	0.07692307692307693
ez	0.38461538461538464	0.07692307692307693	0.5384615384615384
fav	0.6923076923076923	0.07692307692307693	0.23076923076923078
fcol	0.07692307692307693	0.5384615384615384	0.38461538461538464
ff	0.5384615384615384	0.07692307692307693	0.38461538461538464
ffs	0.07692307692307693	0.7692307692307693	0.15384615384615385
fkm	0.07692307692307693	0.6153846153846154	0.3076923076923077
foaf	0.46153846153846156	0.07692307692307693	0.46153846153846156
ftw	0.6153846153846154	0.07692307692307693	0.3076923076923077
fu	0.07692307692307693	0.8461538461538461	0.07692307692307693
fubar	0.07692307692307693	0.7692307692307693	0.15384615384615385
fwb	0.6153846153846154	0.07692307692307693	0.3076923076923077
fyi	0.23076923076923078	0.07692307692307693	0.6923076923076923
fysa	0.15384615384615385	0.07692307692307693	0.7692307692307693
g1	0.38461538461538464	0.07692307692307693	0.5384615384615384
gg	0.38461538461538464	0.07692307692307693	0.5384615384615384
gga	0.6153846153846154	0.07692307692307693	0.3076923076923077
gigo	0.07692307692307693	0.3076923076923077	0.6153846153846154
gj	0.5384615384615384	0.07692307692307693	0.38461538461538464
gl	0.23076923076923078	0.07692307692307693	0.6923076923076923
gla	0.7692307692307693	0.07692307692307693	0.15384615384615385
gn	0.23076923076923078	0.07692307692307693	0.6923076923076923
gr8	0.7692307692307693	0.07692307692307693	0.15384615384615385
grrr	0.15384615384615385	0.23076923076923078	0.6153846153846154
gt	0.23076923076923078	0.07692307692307693	0.6923076923076923
h&k	0.7692307692307693	0.07692307692307693	0.15384615384615385
hagd	0.6923076923076923	0.07692307692307693	0.23076923076923078
hagn	0.6923076923076923	0.07692307692307693	0.23076923076923078
hago	0.23076923076923078	0.07692307692307693	0.6923076923076923
hak	0.6153846153846154	0.07692307692307693	0.3076923076923077
hand	0.6923076923076923	0.07692307692307693	0.23076923076923078
hho1/2k	0.38461538461538464	0.07692307692307693	0.5384615384615384
hhoj	0.5384615384615384	0.07692307692307693	0.38461538461538464
hhok	0.3076923076923077	0.07692307692307693	0.6153846153846154
hugz	0.6153846153846154	0.07692307692307693	0.3076923076923077
hi5	0.6923076923076923	0.07692307692307693	0.23076923076923078
idk	0.07692307692307693	0.15384615384615385	0.7692307692307693
ijs	0.3076923076923077	0.07692307692307693	0.6153846153846154
ilu	0.8461538461538461	0.07692307692307693	0.07692307692307693
iluaaf	0.7692307692307693	0.07692307692307693	0.15384615384615385
ily	0.8461538461538461	0.07692307692307693	0.07692307692307693
ily2	0.8461538461538461	0.07692307692307693	0.07692307692307693
iou	0.23076923076923078	0.07692307692307693	0.6923076923076923
iyq	0.5384615384615384	0.07692307692307693	0.38461538461538464
j/j	0.38461538461538464	0.07692307692307693	0.5384615384615384
j/k	0.46153846153846156	0.07692307692307693	0.46153846153846156
j/p	0.46153846153846156	0.07692307692307693	0.46153846153846156
j/t	0.15384615384615385	0.3076923076923077	0.5384615384615384
j/w	0.3076923076923077	0.07692307692307693	0.6153846153846154
j4f	0.38461538461538464	0.07692307692307693	0.5384615384615384
j4g	0.38461538461538464	0.07692307692307693	0.5384615384615384
jho	0.07692307692307693	0.07692307692307693	0.8461538461538461
jhomf	0.23076923076923078	0.07692307692307693	0.6923076923076923
jj	0.23076923076923078	0.07692307692307693	0.6923076923076923
jk	0.23076923076923078	0.07692307692307693	0.6923076923076923
jp	0.23076923076923078	0.07692307692307693	0.6923076923076923
jt	0.3076923076923077	0.07692307692307693	0.6153846153846154
jw	0.46153846153846156	0.07692307692307693	0.46153846153846156
jealz	0.07692307692307693	0.3076923076923077	0.6153846153846154
k4y	0.6923076923076923	0.07692307692307693	0.23076923076923078
kfy	0.7692307692307693	0.07692307692307693	0.15384615384615385
kia	0.07692307692307693	0.8461538461538461	0.07692307692307693
kk	0.46153846153846156	0.07692307692307693	0.46153846153846156
kmuf	0.6923076923076923	0.07692307692307693	0.23076923076923078
l	0.6153846153846154	0.07692307692307693	0.3076923076923077
l&r	0.6923076923076923	0.07692307692307693	0.23076923076923078
laoj	0.38461538461538464	0.15384615384615385	0.46153846153846156
lmao	0.6153846153846154	0.07692307692307693	0.3076923076923077
lmbao	0.6923076923076923	0.15384615384615385	0.15384615384615385
lmfao	0.7692307692307693	0.07692307692307693	0.15384615384615385
lmso	0.7692307692307693	0.07692307692307693	0.15384615384615385
lol	0.8461538461538461	0.07692307692307693	0.07692307692307693
lolz	0.8461538461538461	0.07692307692307693	0.07692307692307693
lts	0.46153846153846156	0.07692307692307693	0.46153846153846156
ly	0.7692307692307693	0.07692307692307693	0.15384615384615385
ly4e	0.7692307692307693	0.07692307692307693	0.15384615384615385
lya	0.8461538461538461	0.07692307692307693	0.07692307692307693
lyb	0.8461538461538461	0.07692307692307693	0.07692307692307693
lyl	0.8461538461538461	0.07692307692307693	0.07692307692307693
lylab	0.7692307692307693	0.07692307692307693	0.15384615384615385
lylas	0.7692307692307693	0.07692307692307693	0.15384615384615385
lylb	0.46153846153846156	0.15384615384615385	0.38461538461538464
m8	0.38461538461538464	0.07692307692307693	0.5384615384615384
mia	0.07692307692307693	0.23076923076923078	0.6923076923076923
mml	0.5384615384615384	0.07692307692307693	0.38461538461538464
mofo	0.15384615384615385	0.6923076923076923	0.15384615384615385
muah	0.7692307692307693	0.07692307692307693	0.15384615384615385
mubar	0.23076923076923078	0.6153846153846154	0.15384615384615385
musm	0.3076923076923077	0.15384615384615385	0.5384615384615384
mwah	0.8461538461538461	0.07692307692307693	0.07692307692307693
n1	0.46153846153846156	0.07692307692307693	0.46153846153846156
nbd	0.38461538461538464	0.07692307692307693	0.5384615384615384
nbif	0.07692307692307693	0.15384615384615385	0.7692307692307693
nfc	0.07692307692307693	0.7692307692307693	0.15384615384615385
nfw	0.07692307692307693	0.6923076923076923	0.23076923076923078
nh	0.7692307692307693	0.07692307692307693	0.15384615384615385
nimby	0.07692307692307693	0.15384615384615385	0.7692307692307693
nimjd	0.07692307692307693	0.23076923076923078	0.6923076923076923
nimq	0.07692307692307693	0.15384615384615385	0.7692307692307693
nimy	0.15384615384615385	0.46153846153846156	0.38461538461538464
nitl	0.07692307692307693	0.38461538461538464	0.5384615384615384
nme	0.07692307692307693	0.6153846153846154	0.3076923076923077
noyb	0.15384615384615385	0.3076923076923077	0.5384615384615384
np	0.3076923076923077	0.07692307692307693	0.6153846153846154
ntmu	0.46153846153846156	0.07692307692307693	0.46153846153846156
o-8	0.23076923076923078	0.38461538461538464	0.38461538461538464
o-:	0.15384615384615385	0.23076923076923078	0.6153846153846154
o-|	0.07692307692307693	0.23076923076923078	0.6923076923076923
o.o	0.07692307692307693	0.15384615384615385	0.7692307692307693
O.o	0.07692307692307693	0.15384615384615385	0.7692307692307693
o.O	0.07692307692307693	0.15384615384615385	0.7692307692307693
o:	0.07692307692307693	0.15384615384615385	0.7692307692307693
o:)	0.38461538461538464	0.07692307692307693	0.5384615384615384
o:-)	0.46153846153846156	0.07692307692307693	0.46153846153846156
o:-3	0.6153846153846154	0.07692307692307693	0.3076923076923077
o:3	0.7692307692307693	0.07692307692307693	0.15384615384615385
o:<	0.15384615384615385	0.15384615384615385	0.6923076923076923
o;^)	0.5384615384615384	0.07692307692307693	0.38461538461538464
ok	0.3076923076923077	0.07692307692307693	0.6153846153846154
o_o	0.07692307692307693	0.23076923076923078	0.6923076923076923
O_o	0.07692307692307693	0.23076923076923078	0.6923076923076923
o_O	0.07692307692307693	0.23076923076923078	0.6923076923076923
pita	0.07692307692307693	0.6153846153846154	0.3076923076923077
pls	0.07692307692307693	0.07692307692307693	0.8461538461538461
plz	0.07692307692307693	0.07692307692307693	0.8461538461538461
pmbi	0.3076923076923077	0.15384615384615385	0.5384615384615384
pmfji	0.15384615384615385	0.07692307692307693	0.7692307692307693
pmji	0.3076923076923077	0.07692307692307693	0.6153846153846154
po	0.07692307692307693	0.6923076923076923	0.23076923076923078
ptl	0.6923076923076923	0.07692307692307693	0.23076923076923078
pu	0.07692307692307693	0.3076923076923077	0.6153846153846154
qq	0.07692307692307693	0.7692307692307693	0.15384615384615385
qt	0.6153846153846154	0.07692307692307693	0.3076923076923077
r&r	0.6923076923076923	0.07692307692307693	0.23076923076923078
rofl	0.8461538461538461	0.07692307692307693	0.07692307692307693
roflmao	0.6923076923076923	0.07692307692307693	0.23076923076923078
rotfl	0.7692307692307693	0.07692307692307693	0.15384615384615385
rotflmao	0.6923076923076923	0.07692307692307693	0.23076923076923078
rotflmfao	0.6923076923076923	0.07692307692307693	0.23076923076923078
rotflol	0.7692307692307693	0.07692307692307693	0.15384615384615385
rotgl	0.8461538461538461	0.07692307692307693	0.07692307692307693
rotglmao	0.6153846153846154	0.15384615384615385	0.23076923076923078
s:	0.07692307692307693	0.3076923076923077	0.6153846153846154
sapfu	0.15384615384615385	0.46153846153846156	0.38461538461538464
sete	0.7692307692307693	0.07692307692307693	0.15384615384615385
sfete	0.8461538461538461	0.07692307692307693	0.07692307692307693
sgtm	0.6923076923076923	0.07692307692307693	0.23076923076923078
slap	0.3076923076923077	0.15384615384615385	0.5384615384615384
slaw	0.6923076923076923	0.07692307692307693	0.23076923076923078
smh	0.07692307692307693	0.38461538461538464	0.5384615384615384
snafu	0.07692307692307693	0.6923076923076923	0.23076923076923078
sob	0.07692307692307693	0.7692307692307693	0.15384615384615385
swak	0.6923076923076923	0.07692307692307693	0.23076923076923078
tgif	0.6923076923076923	0.07692307692307693	0.23076923076923078
thks	0.38461538461538464	0.07692307692307693	0.5384615384615384
thx	0.38461538461538464	0.07692307692307693	0.5384615384615384
tia	0.6923076923076923	0.07692307692307693	0.23076923076923078
tmi	0.23076923076923078	0.23076923076923078	0.5384615384615384
tnx	0.23076923076923078	0.07692307692307693	0.6923076923076923
true	0.38461538461538464	0.07692307692307693	0.5384615384615384
tx	0.38461538461538464	0.07692307692307693	0.5384615384615384
txs	0.3076923076923077	0.07692307692307693	0.6153846153846154
ty	0.46153846153846156	0.07692307692307693	0.46153846153846156
tyvm	0.6923076923076923	0.07692307692307693	0.23076923076923078
urw	0.46153846153846156	0.07692307692307693	0.46153846153846156
vbg	0.7692307692307693	0.15384615384615385	0.07692307692307693
vbs	0.8461538461538461	0.07692307692307693	0.07692307692307693
vip	0.6923076923076923	0.07692307692307693	0.23076923076923078
vwd	0.7692307692307693	0.07692307692307693	0.15384615384615385
vwp	0.6923076923076923	0.07692307692307693	0.23076923076923078
wag	0.07692307692307693	0.15384615384615385	0.7692307692307693
wd	0.6923076923076923	0.07692307692307693	0.23076923076923078
wilco	0.23076923076923078	0.07692307692307693	0.6923076923076923
wp	0.07692307692307693	0.07692307692307693	0.8461538461538461
wtf	0.07692307692307693	0.8461538461538461	0.07692307692307693
wtg	0.6923076923076923	0.07692307692307693	0.23076923076923078
wth	0.07692307692307693	0.8461538461538461	0.07692307692307693
x-d	0.7692307692307693	0.07692307692307693	0.15384615384615385
x-p	0.46153846153846156	0.07692307692307693	0.46153846153846156
xd	0.7692307692307693	0.07692307692307693	0.15384615384615385
xlnt	0.7692307692307693	0.07692307692307693	0.15384615384615385
xoxo	0.8461538461538461	0.07692307692307693	0.07692307692307693
xoxozzz	0.7692307692307693	0.07692307692307693	0.15384615384615385
xp	0.23076923076923078	0.07692307692307693	0.6923076923076923
xqzt	0.46153846153846156	0.07692307692307693	0.46153846153846156
xtc	0.38461538461538464	0.15384615384615385	0.46153846153846156
yolo	0.23076923076923078	0.07692307692307693	0.6923076923076923
yoyo	0.38461538461538464	0.15384615384615385	0.46153846153846156
yvw	0.5384615384615384	0.07692307692307693	0.38461538461538464
yw	0.38461538461538464	0.07692307692307693	0.5384615384615384
ywia	0.6153846153846154	0.07692307692307693	0.3076923076923077
zzz	0.07692307692307693	0.3076923076923077	0.6153846153846154
[-;	0.23076923076923078	0.15384615384615385	0.6153846153846154
[:	0.3076923076923077	0.07692307692307693	0.6153846153846154
[;	0.46153846153846156	0.15384615384615385	0.38461538461538464
[=	0.5384615384615384	0.07692307692307693	0.38461538461538464
\-:	0.15384615384615385	0.23076923076923078	0.6153846153846154
\:	0.07692307692307693	0.07692307692307693	0.8461538461538461
\:<	0.07692307692307693	0.5384615384615384	0.38461538461538464
\=	0.07692307692307693	0.15384615384615385	0.7692307692307693
\^:	0.07692307692307693	0.3076923076923077	0.6153846153846154
\o/	0.6923076923076923	0.07692307692307693	0.23076923076923078
\o:	0.07692307692307693	0.23076923076923078	0.6923076923076923
]-:	0.07692307692307693	0.7692307692307693	0.15384615384615385
]:	0.07692307692307693	0.46153846153846156	0.46153846153846156
]:<	0.07692307692307693	0.8461538461538461	0.07692307692307693
^<_<	0.38461538461538464	0.07692307692307693	0.5384615384615384
^urs	0.07692307692307693	0.8461538461538461	0.07692307692307693
abandon	0.07692307692307693	0.6923076923076923	0.23076923076923078
abandoned	0.07692307692307693	0.46153846153846156	0.46153846153846156
abandoner	0.07692307692307693	0.5384615384615384	0.38461538461538464
abandoners	0.07692307692307693	0.6923076923076923	0.23076923076923078
abandoning	0.07692307692307693	0.38461538461538464	0.5384615384615384
abandonment	0.07692307692307693	0.6923076923076923	0.23076923076923078
abandonments	0.07692307692307693	0.6153846153846154	0.3076923076923077
abandons	0.07692307692307693	0.46153846153846156	0.46153846153846156
abducted	0.07692307692307693	0.6153846153846154	0.3076923076923077
abduction	0.07692307692307693	0.7692307692307693	0.15384615384615385
abductions	0.07692307692307693	0.5384615384615384	0.38461538461538464
abhor	0.07692307692307693	0.5384615384615384	0.38461538461538464
abhorred	0.07692307692307693	0.6153846153846154	0.3076923076923077
